EMAIL,PHONE,PETS,ZIP
user605_3@email.com,605-605-6052,DOG,36400
user606_2@email.com,606-606-6066,DOG,41500
user607_3@email.com,607-607-6073,DOG,44500
user608_2@email.com,608-608-6084,DOG,80100
user609_3@email.com,609-609-6096,DOG,67100
user610_2@email.com,610-610-6104,BIRD,54300
user611_3@email.com,611-611-6119,DOG,64300
user612_1@email.com,612-612-6127,DOG,60100
user613_1@email.com,613-613-6136,DOG,62700
user614_2@email.com,614-614-6144,DOG,43500
user615_1@email.com,615-615-6155,BIRD,76700
user616_2@email.com,616-616-6165,DOG,76700
user617_1@email.com,617-617-6173,DOG,53500
user618_3@email.com,618-618-6186,DOG,73900
user619_1@email.com,619-619-6193,CAT,68100
user620_3@email.com,620-620-6208,DOG,83900
user621_1@email.com,621-621-6218,DOG,37100
user622_2@email.com,622-622-6229,DOG,69500
user623_2@email.com,623-623-6238,CAT,63800
user624_3@email.com,624-624-6247,DOG,52300
user625_1@email.com,625-625-6253,DOG,30800
user626_3@email.com,626-626-6261,DOG,21200
user627_1@email.com,627-627-6271,DOG,23000
user628_2@email.com,628-628-6281,DOG,33700
user629_1@email.com,629-629-6297,BIRD,81500
user630_1@email.com,630-630-6303,CAT,67400
user631_2@email.com,631-631-6316,BIRD,73700
user632_3@email.com,632-632-63210,DOG,65500
user633_3@email.com,633-633-6335,DOG,82300
user634_1@email.com,634-634-6349,BIRD,24800
user635_2@email.com,635-635-63510,BIRD,83900
user636_1@email.com,636-636-6361,DOG,24100
user637_1@email.com,637-637-6374,DOG,70400
user638_2@email.com,638-638-6384,DOG,49400
user639_1@email.com,639-639-6394,DOG,63000
user640_3@email.com,640-640-6405,DOG,28900
user641_3@email.com,641-641-6416,DOG,67300
user642_1@email.com,642-642-64210,DOG,32500
user643_2@email.com,643-643-6434,DOG,40800
user644_2@email.com,644-644-6447,DOG,46000
user645_3@email.com,645-645-6456,DOG,50700
user646_2@email.com,646-646-64610,DOG,46200
user647_2@email.com,647-647-6471,DOG,84200
user648_2@email.com,648-648-6484,DOG,63800
user649_3@email.com,649-649-64910,DOG,78300
user650_1@email.com,650-650-6504,DOG,63100
user651_2@email.com,651-651-6514,DOG,39700
user652_1@email.com,652-652-6523,DOG,81900
user653_2@email.com,653-653-6538,DOG,49100
user654_1@email.com,654-654-6544,CAT,35600
user655_3@email.com,655-655-6554,BIRD,31700
user656_1@email.com,656-656-6562,DOG,37300
user657_3@email.com,657-657-6579,DOG,59000
user658_2@email.com,658-658-6587,DOG,77600
user659_2@email.com,659-659-6598,DOG,36400
user660_1@email.com,660-660-6609,CAT,37100
user661_1@email.com,661-661-6617,DOG,34700
user662_2@email.com,662-662-6623,DOG,41700
user663_1@email.com,663-663-6637,BIRD,33400
user664_3@email.com,664-664-6643,DOG,84000
user665_2@email.com,665-665-6657,DOG,55900
user666_2@email.com,666-666-6666,DOG,41100
user667_3@email.com,667-667-6674,DOG,52800
user668_3@email.com,668-668-6683,DOG,75500
user669_1@email.com,669-669-6699,BIRD,51000
user670_1@email.com,670-670-6708,DOG,30500
user671_1@email.com,671-671-6715,DOG,52800
user672_1@email.com,672-672-6723,DOG,59400
user673_1@email.com,673-673-6738,BIRD,69600
user674_2@email.com,674-674-6742,DOG,36800
user675_2@email.com,675-675-67510,DOG,67300
user676_1@email.com,676-676-6764,DOG,58900
user677_1@email.com,677-677-6779,DOG,30500
user678_2@email.com,678-678-6781,DOG,24300
user679_3@email.com,679-679-6796,DOG,35600
user680_3@email.com,680-680-68010,DOG,70700
user681_3@email.com,681-681-6817,DOG,68900
user682_2@email.com,682-682-6825,DOG,59400
user683_2@email.com,683-683-6833,DOG,41200
user684_3@email.com,684-684-6841,DOG,39100
user685_1@email.com,685-685-6855,DOG,70600
user686_3@email.com,686-686-6861,DOG,31700
user687_3@email.com,687-687-6879,DOG,29400
user688_2@email.com,688-688-6889,CAT,83900
user689_1@email.com,689-689-6893,DOG,38600
user690_1@email.com,690-690-6905,BIRD,62900
user691_1@email.com,691-691-6919,DOG,70400
user692_1@email.com,692-692-6922,DOG,65900
user693_1@email.com,693-693-6934,CAT,44500
user694_1@email.com,694-694-6944,DOG,26600
user695_1@email.com,695-695-69510,DOG,52600
user696_1@email.com,696-696-6969,DOG,39900
user697_3@email.com,697-697-6972,CAT,32500
user698_2@email.com,698-698-6985,CAT,27800
user699_2@email.com,699-699-6992,DOG,60300
user700_2@email.com,700-700-7009,DOG,69700
user701_1@email.com,701-701-7018,DOG,68500
user702_1@email.com,702-702-7022,DOG,75500
user703_3@email.com,703-703-7039,DOG,56400
user704_2@email.com,704-704-7043,DOG,73800
user705_1@email.com,705-705-7053,DOG,60200
user706_1@email.com,706-706-7069,DOG,70900
user707_2@email.com,707-707-7075,DOG,29800
user708_1@email.com,708-708-7083,BIRD,29000
user709_1@email.com,709-709-7093,BIRD,20100
user710_2@email.com,710-710-7107,DOG,25600
user711_2@email.com,711-711-7114,BIRD,48000
user712_1@email.com,712-712-7126,DOG,59000
user713_2@email.com,713-713-7136,DOG,29000
user714_2@email.com,714-714-7143,DOG,52000
user715_2@email.com,715-715-7152,DOG,77700
user716_3@email.com,716-716-7161,CAT,64800
user717_2@email.com,717-717-7178,DOG,55700
user718_1@email.com,718-718-7187,DOG,56800
user719_2@email.com,719-719-7198,DOG,47800
user720_3@email.com,720-720-7206,DOG,39900
user721_3@email.com,721-721-7214,DOG,42300
user722_3@email.com,722-722-7229,DOG,62000
user723_3@email.com,723-723-7232,DOG,59700
user724_1@email.com,724-724-7246,DOG,75800
user725_3@email.com,725-725-7254,DOG,82900
user726_1@email.com,726-726-7267,DOG,55500
user727_2@email.com,727-727-7272,DOG,77000
user728_1@email.com,728-728-7284,DOG,43100
user729_2@email.com,729-729-7293,BIRD,76300
user730_1@email.com,730-730-7307,DOG,24300
user731_3@email.com,731-731-73110,DOG,43600
user732_3@email.com,732-732-7322,DOG,53200
user733_2@email.com,733-733-7338,DOG,27700
user734_3@email.com,734-734-7341,DOG,63800
user735_1@email.com,735-735-7353,DOG,40600
user736_2@email.com,736-736-73610,DOG,64800
user737_2@email.com,737-737-7372,DOG,58300
user738_2@email.com,738-738-7383,CAT,73200
user739_2@email.com,739-739-73910,DOG,35000
user740_1@email.com,740-740-7403,DOG,53100
user741_1@email.com,741-741-7418,DOG,76300
user742_2@email.com,742-742-7421,DOG,62800
user743_2@email.com,743-743-7436,DOG,45800
user744_2@email.com,744-744-74410,DOG,55400
user745_1@email.com,745-745-7459,BIRD,28800
user746_1@email.com,746-746-7469,DOG,55700
user747_3@email.com,747-747-7475,DOG,56200
user748_3@email.com,748-748-7484,DOG,80300
user749_1@email.com,749-749-7496,DOG,84200
user750_2@email.com,750-750-7507,DOG,35500
user751_2@email.com,751-751-75110,DOG,57100
user752_2@email.com,752-752-7529,BIRD,82100
user753_1@email.com,753-753-7533,DOG,67100
user754_2@email.com,754-754-7546,DOG,78200
user755_2@email.com,755-755-7558,DOG,45400
user756_1@email.com,756-756-7564,DOG,79400
user757_3@email.com,757-757-75710,CAT,53500
user758_3@email.com,758-758-7581,DOG,75400
user759_2@email.com,759-759-7596,DOG,22000
user760_1@email.com,760-760-7603,DOG,51000
user761_2@email.com,761-761-7615,DOG,24500
user762_1@email.com,762-762-7621,DOG,71100
user763_2@email.com,763-763-7636,DOG,58700
user764_2@email.com,764-764-7647,DOG,47800
user765_1@email.com,765-765-7655,DOG,67900
user766_3@email.com,766-766-7669,CAT,30900
user767_3@email.com,767-767-7678,BIRD,68600
user768_3@email.com,768-768-7682,BIRD,40900
user769_3@email.com,769-769-7699,CAT,43300
user770_3@email.com,770-770-7701,DOG,31300
user771_3@email.com,771-771-7714,DOG,32900
user772_1@email.com,772-772-7722,DOG,21000
user773_3@email.com,773-773-7732,DOG,40900
user774_3@email.com,774-774-7743,DOG,26500
user775_1@email.com,775-775-7755,DOG,82800
user776_2@email.com,776-776-7767,DOG,46800
user777_1@email.com,777-777-0005,DOG,30400
user778_3@email.com,778-778-0016,DOG,21600
user779_1@email.com,779-779-0022,DOG,27900
user780_2@email.com,780-780-0035,DOG,39600
user781_3@email.com,781-781-00410,DOG,69500
user782_3@email.com,782-782-0054,DOG,49000
user783_2@email.com,783-783-0065,DOG,66100
user784_3@email.com,784-784-0077,DOG,52700
user785_2@email.com,785-785-0087,DOG,34600
user786_2@email.com,786-786-0099,CAT,72100
user787_2@email.com,787-787-0107,DOG,41100
user788_1@email.com,788-788-0118,DOG,33900
user789_1@email.com,789-789-01210,DOG,61600
user790_1@email.com,790-790-0131,BIRD,46500
user791_2@email.com,791-791-0147,DOG,68100
user792_1@email.com,792-792-0152,DOG,64100
user793_1@email.com,793-793-0162,CAT,41700
user794_3@email.com,794-794-0174,DOG,51900
user795_3@email.com,795-795-0188,DOG,33500
user796_1@email.com,796-796-0192,DOG,83100
user797_2@email.com,797-797-0201,CAT,27700
user798_1@email.com,798-798-0211,DOG,47900
user799_2@email.com,799-799-0223,CAT,59400
user800_2@email.com,800-800-0233,DOG,22400
user801_1@email.com,801-801-0244,DOG,40600
user802_2@email.com,802-802-0253,DOG,62300
user803_1@email.com,803-803-0264,DOG,27400
user804_3@email.com,804-804-0273,DOG,74700
user805_3@email.com,805-805-0286,DOG,53000
user806_1@email.com,806-806-0294,CAT,62300
user807_1@email.com,807-807-0309,BIRD,68200
user808_3@email.com,808-808-0316,DOG,32400
user809_2@email.com,809-809-03210,DOG,77700
user810_1@email.com,810-810-0338,CAT,36900
user811_1@email.com,811-811-0341,DOG,27900
user812_3@email.com,812-812-0353,DOG,66200
user813_1@email.com,813-813-0367,BIRD,82700
user814_2@email.com,814-814-0372,DOG,67300
user815_2@email.com,815-815-0387,CAT,43800
user816_2@email.com,816-816-0395,DOG,22800
user817_3@email.com,817-817-04010,DOG,23500
user818_2@email.com,818-818-0414,DOG,49000
user819_2@email.com,819-819-0427,DOG,53000
user820_1@email.com,820-820-0439,DOG,41600
user821_1@email.com,821-821-0443,DOG,37300
user822_2@email.com,822-822-0455,DOG,56500
user823_2@email.com,823-823-0464,DOG,39600
user824_2@email.com,824-824-0477,DOG,81100
user825_2@email.com,825-825-0482,DOG,69900
user826_2@email.com,826-826-0496,DOG,46300
user827_3@email.com,827-827-05010,BIRD,22800
user828_1@email.com,828-828-0518,DOG,74800
user829_1@email.com,829-829-0528,BIRD,69800
user830_1@email.com,830-830-05310,CAT,34200
user831_3@email.com,831-831-0545,DOG,23500
user832_1@email.com,832-832-0554,DOG,80600
user833_2@email.com,833-833-0561,DOG,83200
user834_1@email.com,834-834-0579,DOG,72600
user835_1@email.com,835-835-0583,DOG,59800
user836_2@email.com,836-836-0593,DOG,25800
user837_3@email.com,837-837-06010,DOG,52900
user838_1@email.com,838-838-0611,DOG,57200
user839_3@email.com,839-839-06210,DOG,51200
user840_1@email.com,840-840-0636,DOG,26400
user841_3@email.com,841-841-0649,DOG,67300
user842_3@email.com,842-842-0657,BIRD,79300
user843_1@email.com,843-843-0662,DOG,39500
user844_1@email.com,844-844-0671,DOG,57500
user845_3@email.com,845-845-06810,DOG,29100
user846_2@email.com,846-846-0691,DOG,51000
user847_1@email.com,847-847-0705,CAT,69500
user848_1@email.com,848-848-0717,DOG,21900
user849_3@email.com,849-849-0723,CAT,20800
user850_1@email.com,850-850-0733,DOG,58200
user851_3@email.com,851-851-0743,DOG,65600
user852_2@email.com,852-852-0751,DOG,31900
user853_2@email.com,853-853-0766,DOG,45400
user854_1@email.com,854-854-0779,CAT,39600
user855_2@email.com,855-855-0785,DOG,34800
user856_2@email.com,856-856-0795,BIRD,52000
user857_2@email.com,857-857-0807,DOG,79200
user858_2@email.com,858-858-0818,DOG,42000
user859_1@email.com,859-859-0825,DOG,37500
user860_1@email.com,860-860-08310,DOG,67100
user861_2@email.com,861-861-0844,DOG,44700
user862_3@email.com,862-862-0859,BIRD,71900
user863_2@email.com,863-863-0863,DOG,70600
user864_1@email.com,864-864-0878,DOG,30600
user865_3@email.com,865-865-0887,DOG,59300
user866_1@email.com,866-866-0899,BIRD,53200
user867_1@email.com,867-867-0906,DOG,20600
user868_1@email.com,868-868-0913,DOG,54300
user869_1@email.com,869-869-0922,BIRD,54700
user870_3@email.com,870-870-0935,DOG,48700
user871_1@email.com,871-871-0945,DOG,26500
user872_2@email.com,872-872-0955,DOG,49300
user873_1@email.com,873-873-0962,DOG,32400
user874_2@email.com,874-874-0971,DOG,36800
user875_2@email.com,875-875-0983,DOG,74700
user876_3@email.com,876-876-0997,DOG,32900
user877_2@email.com,877-877-1001,DOG,55200
user878_2@email.com,878-878-1011,DOG,75300
user879_2@email.com,879-879-1029,DOG,43000
user880_2@email.com,880-880-1039,DOG,31400
user881_1@email.com,881-881-1041,DOG,62700
user882_2@email.com,882-882-10510,BIRD,71700
user883_1@email.com,883-883-1067,DOG,49100
user884_1@email.com,884-884-10710,DOG,83800
user885_1@email.com,885-885-1087,DOG,55600
user886_1@email.com,886-886-1095,DOG,37300
user887_3@email.com,887-887-1108,DOG,65900
user888_1@email.com,888-000-11110,DOG,43500
user889_1@email.com,889-001-1125,DOG,78100
user890_1@email.com,890-002-1136,DOG,56200
user891_1@email.com,891-003-1147,DOG,75200
user892_2@email.com,892-004-1155,DOG,79700
user893_2@email.com,893-005-1169,BIRD,66300
user894_3@email.com,894-006-1171,CAT,23500
user895_1@email.com,895-007-1181,DOG,45500
user896_1@email.com,896-008-1197,DOG,79600
user897_3@email.com,897-009-1206,DOG,37900
user898_1@email.com,898-010-1213,CAT,46600
user899_2@email.com,899-011-1228,BIRD,30800
user900_2@email.com,900-012-1233,DOG,75800
user901_3@email.com,901-013-1243,DOG,53300
user902_2@email.com,902-014-1253,DOG,41600
user903_2@email.com,903-015-1266,BIRD,73200
user904_3@email.com,904-016-1276,DOG,35300
user905_1@email.com,905-017-1281,DOG,44900
user906_1@email.com,906-018-12910,DOG,63000
user907_3@email.com,907-019-1306,DOG,39900
user908_1@email.com,908-020-1317,BIRD,33600
user909_3@email.com,909-021-1327,DOG,60400
user910_2@email.com,910-022-1332,DOG,81100
user911_2@email.com,911-023-1344,CAT,69900
user912_2@email.com,912-024-1355,DOG,63900
user913_3@email.com,913-025-1368,DOG,33500
user914_3@email.com,914-026-1378,BIRD,46000
user915_1@email.com,915-027-1382,DOG,39800
user916_2@email.com,916-028-1396,DOG,24300
user917_2@email.com,917-029-1402,DOG,51000
user918_2@email.com,918-030-1412,DOG,70100
user919_2@email.com,919-031-1427,DOG,85000
user920_2@email.com,920-032-14310,DOG,64600
user921_3@email.com,921-033-1445,DOG,27100
user922_1@email.com,922-034-1455,DOG,69900
user923_1@email.com,923-035-1466,DOG,40800
user924_2@email.com,924-036-1473,DOG,50800
user925_1@email.com,925-037-1482,DOG,83700
user926_3@email.com,926-038-1491,DOG,49700
user927_2@email.com,927-039-1506,DOG,56600
user928_3@email.com,928-040-1516,BIRD,53100
user929_3@email.com,929-041-1527,CAT,69100
user930_1@email.com,930-042-1533,DOG,59100
user931_1@email.com,931-043-15410,DOG,41600
user932_2@email.com,932-044-1552,DOG,54900
user933_3@email.com,933-045-1563,DOG,59300
user934_3@email.com,934-046-1571,DOG,53000
user935_1@email.com,935-047-1587,DOG,27500
user936_3@email.com,936-048-1591,DOG,75900
user937_2@email.com,937-049-1609,DOG,69700
user938_3@email.com,938-050-1613,CAT,39600
user939_3@email.com,939-051-1622,DOG,70200
user940_3@email.com,940-052-1635,BIRD,45600
user941_1@email.com,941-053-1641,DOG,78400
user942_3@email.com,942-054-1656,CAT,64900
user943_3@email.com,943-055-1664,DOG,65400
user944_2@email.com,944-056-1674,DOG,49600
user945_2@email.com,945-057-1686,DOG,37900
user946_1@email.com,946-058-1696,DOG,83700
user947_3@email.com,947-059-1705,DOG,56600
user948_2@email.com,948-060-1719,DOG,55300
user949_2@email.com,949-061-1727,DOG,23300
user950_1@email.com,950-062-17310,DOG,70900
user951_1@email.com,951-063-1746,DOG,65800
user952_2@email.com,952-064-1759,DOG,20600
user953_3@email.com,953-065-1769,DOG,30000
user954_2@email.com,954-066-1779,DOG,32200
user955_2@email.com,955-067-1782,BIRD,79000
user956_2@email.com,956-068-1798,DOG,29200
user957_1@email.com,957-069-1802,DOG,35000
user958_3@email.com,958-070-1813,DOG,22800
user959_1@email.com,959-071-1823,DOG,44500
user960_2@email.com,960-072-1839,DOG,76700
user961_3@email.com,961-073-1843,DOG,73600
user962_1@email.com,962-074-1856,DOG,76600
user963_2@email.com,963-075-1864,BIRD,30100
user964_1@email.com,964-076-1874,DOG,42800
user965_3@email.com,965-077-1881,DOG,66900
user966_1@email.com,966-078-1892,DOG,78400
user967_3@email.com,967-079-1905,CAT,82500
user968_2@email.com,968-080-1911,DOG,38500
user969_1@email.com,969-081-1921,DOG,63700
user970_1@email.com,970-082-19310,DOG,26200
user971_1@email.com,971-083-1944,BIRD,52500
user972_3@email.com,972-084-19510,BIRD,30700
user973_3@email.com,973-085-1962,DOG,66100
user974_2@email.com,974-086-1975,DOG,28900
user975_3@email.com,975-087-1981,DOG,63500
user976_2@email.com,976-088-1993,BIRD,65200
user977_3@email.com,977-089-2001,DOG,49100
user978_1@email.com,978-090-2014,DOG,24000
user979_3@email.com,979-091-2028,DOG,58600
user980_3@email.com,980-092-2034,DOG,30500
user981_3@email.com,981-093-2041,BIRD,23900
user982_3@email.com,982-094-2054,DOG,35500
user983_1@email.com,983-095-2062,BIRD,76600
user984_1@email.com,984-096-2072,DOG,33900
user985_3@email.com,985-097-2086,DOG,30600
user986_3@email.com,986-098-2098,DOG,43300
user987_3@email.com,987-099-21010,BIRD,32100
user988_1@email.com,988-100-2117,DOG,72800
user989_1@email.com,989-101-2128,CAT,66200
user990_1@email.com,990-102-2132,BIRD,67100
user991_2@email.com,991-103-2146,DOG,71600
user992_1@email.com,992-104-2156,DOG,57800
user993_3@email.com,993-105-2163,DOG,49700
user994_1@email.com,994-106-21710,DOG,38200
user995_1@email.com,995-107-2186,DOG,50700
user996_2@email.com,996-108-2196,DOG,82400
user997_3@email.com,997-109-2208,DOG,20500
user998_3@email.com,998-110-2213,DOG,65800
user999_1@email.com,000-111-2226,DOG,65700
