EMAIL,PHONE,STATUS,AGE_BAND
user583_1@email.com,583-583-5834,SILVER,80
user584_2@email.com,584-584-5842,SILVER,75
user585_2@email.com,585-585-5851,MEMBER,30
user586_2@email.com,586-586-5866,MEMBER,75
user587_3@email.com,587-587-5876,PLATINUM,45
user588_1@email.com,588-588-5886,MEMBER,35
user589_3@email.com,589-589-5899,MEMBER,70
user590_2@email.com,590-590-59010,MEMBER,70
user591_1@email.com,591-591-59110,MEMBER,40
user592_3@email.com,592-592-5929,MEMBER,70
user593_2@email.com,593-593-5936,MEMBER,70
user594_1@email.com,594-594-59410,SILVER,35
user595_2@email.com,595-595-5956,PLATINUM,85
user596_1@email.com,596-596-5965,SILVER,25
user597_2@email.com,597-597-59710,MEMBER,65
user598_2@email.com,598-598-5989,MEMBER,45
user599_2@email.com,599-599-59910,PLATINUM,40
user600_3@email.com,600-600-6006,SILVER,35
user601_2@email.com,601-601-6014,SILVER,60
user602_1@email.com,602-602-6027,MEMBER,70
user603_3@email.com,603-603-6036,MEMBER,65
user604_1@email.com,604-604-6046,PLATINUM,45
user605_1@email.com,605-605-6059,PLATINUM,50
user606_2@email.com,606-606-6065,MEMBER,35
user607_1@email.com,607-607-6075,MEMBER,45
user608_1@email.com,608-608-6086,MEMBER,30
user609_2@email.com,609-609-6099,MEMBER,35
user610_3@email.com,610-610-6107,MEMBER,45
user611_3@email.com,611-611-6117,SILVER,70
user612_1@email.com,612-612-6122,MEMBER,55
user613_2@email.com,613-613-6135,MEMBER,40
user614_1@email.com,614-614-6145,MEMBER,75
user615_2@email.com,615-615-6155,SILVER,65
user616_2@email.com,616-616-6168,MEMBER,40
user617_2@email.com,617-617-6176,MEMBER,55
user618_1@email.com,618-618-6184,PLATINUM,30
user619_1@email.com,619-619-6196,MEMBER,65
user620_2@email.com,620-620-6202,MEMBER,35
user621_2@email.com,621-621-6214,MEMBER,40
user622_3@email.com,622-622-6226,MEMBER,45
user623_2@email.com,623-623-6237,MEMBER,70
user624_1@email.com,624-624-6246,SILVER,55
user625_2@email.com,625-625-6252,MEMBER,30
user626_3@email.com,626-626-6264,MEMBER,40
user627_3@email.com,627-627-6275,MEMBER,30
user628_1@email.com,628-628-6288,MEMBER,35
user629_3@email.com,629-629-6299,MEMBER,30
user630_2@email.com,630-630-6303,MEMBER,60
user631_3@email.com,631-631-6318,PLATINUM,40
user632_3@email.com,632-632-6326,MEMBER,75
user633_2@email.com,633-633-6332,MEMBER,55
user634_3@email.com,634-634-6347,PLATINUM,30
user635_2@email.com,635-635-6351,SILVER,70
user636_3@email.com,636-636-6367,MEMBER,45
user637_1@email.com,637-637-6373,MEMBER,75
user638_1@email.com,638-638-6383,MEMBER,45
user639_3@email.com,639-639-6393,MEMBER,45
user640_3@email.com,640-640-6405,PLATINUM,45
user641_2@email.com,641-641-6418,MEMBER,85
user642_2@email.com,642-642-6426,MEMBER,75
user643_1@email.com,643-643-6433,MEMBER,45
user644_2@email.com,644-644-6441,MEMBER,40
user645_2@email.com,645-645-6455,MEMBER,60
user646_3@email.com,646-646-6466,MEMBER,40
user647_3@email.com,647-647-6475,MEMBER,35
user648_3@email.com,648-648-6488,MEMBER,45
user649_1@email.com,649-649-6493,PLATINUM,50
user650_2@email.com,650-650-6509,MEMBER,65
user651_2@email.com,651-651-6512,PLATINUM,20
user652_1@email.com,652-652-6529,SILVER,65
user653_2@email.com,653-653-6539,SILVER,65
user654_3@email.com,654-654-6546,MEMBER,45
user655_1@email.com,655-655-6552,SILVER,65
user656_3@email.com,656-656-6561,SILVER,35
user657_3@email.com,657-657-6573,GOLD,30
user658_1@email.com,658-658-6583,MEMBER,70
user659_2@email.com,659-659-6593,MEMBER,40
user660_1@email.com,660-660-6609,GOLD,20
user661_3@email.com,661-661-6618,MEMBER,65
user662_3@email.com,662-662-6621,MEMBER,30
user663_3@email.com,663-663-6639,MEMBER,70
user664_1@email.com,664-664-6644,MEMBER,55
user665_2@email.com,665-665-6658,MEMBER,75
user666_2@email.com,666-666-6668,SILVER,40
user667_3@email.com,667-667-6679,MEMBER,80
user668_1@email.com,668-668-6685,MEMBER,65
user669_2@email.com,669-669-66910,MEMBER,30
user670_1@email.com,670-670-6707,MEMBER,60
user671_2@email.com,671-671-6712,SILVER,45
user672_3@email.com,672-672-6726,MEMBER,60
user673_1@email.com,673-673-6738,SILVER,20
user674_1@email.com,674-674-6749,MEMBER,75
user675_3@email.com,675-675-6757,MEMBER,45
user676_3@email.com,676-676-67610,PLATINUM,45
user677_1@email.com,677-677-6771,MEMBER,60
user678_3@email.com,678-678-6788,PLATINUM,25
user679_1@email.com,679-679-6795,MEMBER,60
user680_3@email.com,680-680-6804,MEMBER,45
user681_1@email.com,681-681-6819,MEMBER,55
user682_3@email.com,682-682-68210,MEMBER,70
user683_2@email.com,683-683-6839,MEMBER,50
user684_3@email.com,684-684-6845,SILVER,45
user685_3@email.com,685-685-6851,MEMBER,50
user686_1@email.com,686-686-6865,MEMBER,55
user687_2@email.com,687-687-6871,MEMBER,55
user688_2@email.com,688-688-6888,MEMBER,40
user689_3@email.com,689-689-6897,MEMBER,75
user690_1@email.com,690-690-6901,PLATINUM,75
user691_3@email.com,691-691-6919,SILVER,30
user692_2@email.com,692-692-6924,MEMBER,60
user693_3@email.com,693-693-6934,MEMBER,55
user694_2@email.com,694-694-6949,MEMBER,45
user695_1@email.com,695-695-6958,MEMBER,30
user696_1@email.com,696-696-6967,MEMBER,45
user697_2@email.com,697-697-6971,MEMBER,45
user698_2@email.com,698-698-6985,SILVER,35
user699_1@email.com,699-699-6999,MEMBER,70
user700_3@email.com,700-700-7009,MEMBER,55
user701_2@email.com,701-701-7018,MEMBER,55
user702_3@email.com,702-702-7021,MEMBER,40
user703_1@email.com,703-703-70310,SILVER,65
user704_3@email.com,704-704-70410,MEMBER,70
user705_1@email.com,705-705-7059,MEMBER,35
user706_3@email.com,706-706-7067,MEMBER,70
user707_1@email.com,707-707-7079,MEMBER,45
user708_3@email.com,708-708-7083,MEMBER,30
user709_3@email.com,709-709-7095,MEMBER,65
user710_1@email.com,710-710-7107,MEMBER,60
user711_1@email.com,711-711-7116,MEMBER,70
user712_3@email.com,712-712-7124,GOLD,45
user713_2@email.com,713-713-7139,PLATINUM,60
user714_1@email.com,714-714-7141,MEMBER,75
user715_1@email.com,715-715-7152,SILVER,40
user716_3@email.com,716-716-7162,MEMBER,35
user717_1@email.com,717-717-7178,MEMBER,65
user718_3@email.com,718-718-7185,MEMBER,85
user719_3@email.com,719-719-7194,MEMBER,55
user720_3@email.com,720-720-7205,MEMBER,65
user721_1@email.com,721-721-7218,MEMBER,55
user722_2@email.com,722-722-7225,SILVER,65
user723_2@email.com,723-723-7237,GOLD,75
user724_1@email.com,724-724-7249,MEMBER,30
user725_3@email.com,725-725-7254,MEMBER,65
user726_2@email.com,726-726-7267,MEMBER,60
user727_2@email.com,727-727-7279,PLATINUM,75
user728_2@email.com,728-728-72810,MEMBER,70
user729_3@email.com,729-729-7296,MEMBER,30
user730_3@email.com,730-730-7306,MEMBER,30
user731_3@email.com,731-731-7315,SILVER,40
user732_3@email.com,732-732-7329,MEMBER,65
user733_1@email.com,733-733-7338,PLATINUM,25
user734_2@email.com,734-734-7346,MEMBER,45
user735_2@email.com,735-735-7355,MEMBER,70
user736_1@email.com,736-736-7367,SILVER,55
user737_2@email.com,737-737-7379,MEMBER,50
user738_2@email.com,738-738-7388,MEMBER,45
user739_2@email.com,739-739-7397,MEMBER,45
user740_1@email.com,740-740-7403,MEMBER,45
user741_2@email.com,741-741-7416,MEMBER,35
user742_3@email.com,742-742-7424,MEMBER,70
user743_3@email.com,743-743-7432,MEMBER,60
user744_2@email.com,744-744-7447,MEMBER,40
user745_3@email.com,745-745-7457,GOLD,40
user746_2@email.com,746-746-7461,GOLD,65
user747_3@email.com,747-747-7475,MEMBER,50
user748_3@email.com,748-748-7488,MEMBER,40
user749_3@email.com,749-749-7497,MEMBER,75
user750_2@email.com,750-750-7503,MEMBER,35
user751_2@email.com,751-751-7515,PLATINUM,50
user752_3@email.com,752-752-7528,MEMBER,30
user753_3@email.com,753-753-7531,MEMBER,60
user754_3@email.com,754-754-7545,SILVER,55
user755_2@email.com,755-755-7553,MEMBER,70
user756_1@email.com,756-756-7566,MEMBER,70
user757_3@email.com,757-757-7579,MEMBER,35
user758_1@email.com,758-758-7589,MEMBER,65
user759_1@email.com,759-759-7592,GOLD,30
user760_1@email.com,760-760-7602,MEMBER,30
user761_1@email.com,761-761-7619,SILVER,40
user762_2@email.com,762-762-7621,MEMBER,35
user763_2@email.com,763-763-7631,MEMBER,45
user764_1@email.com,764-764-7643,PLATINUM,40
user765_2@email.com,765-765-7653,MEMBER,65
user766_1@email.com,766-766-7664,GOLD,75
user767_2@email.com,767-767-7676,MEMBER,30
user768_1@email.com,768-768-76810,MEMBER,50
user769_2@email.com,769-769-7691,MEMBER,50
user770_1@email.com,770-770-77010,MEMBER,55
user771_3@email.com,771-771-7714,MEMBER,55
user772_1@email.com,772-772-77210,GOLD,50
user773_2@email.com,773-773-7736,SILVER,30
user774_2@email.com,774-774-7745,MEMBER,70
user775_1@email.com,775-775-7754,SILVER,35
user776_2@email.com,776-776-7761,PLATINUM,45
user777_3@email.com,777-777-0001,GOLD,70
user778_1@email.com,778-778-00110,GOLD,70
user779_2@email.com,779-779-0029,MEMBER,75
user780_2@email.com,780-780-0033,SILVER,50
user781_2@email.com,781-781-0043,MEMBER,60
user782_2@email.com,782-782-0059,MEMBER,60
user783_1@email.com,783-783-0064,MEMBER,70
user784_3@email.com,784-784-0079,PLATINUM,65
user785_3@email.com,785-785-0081,SILVER,35
user786_3@email.com,786-786-0099,MEMBER,75
user787_2@email.com,787-787-0106,MEMBER,50
user788_2@email.com,788-788-0117,GOLD,45
user789_2@email.com,789-789-0123,MEMBER,35
user790_1@email.com,790-790-0134,MEMBER,55
user791_1@email.com,791-791-0143,MEMBER,40
user792_1@email.com,792-792-0153,PLATINUM,30
user793_1@email.com,793-793-0162,MEMBER,70
user794_1@email.com,794-794-0172,MEMBER,60
user795_3@email.com,795-795-0186,MEMBER,60
user796_1@email.com,796-796-0194,MEMBER,40
user797_3@email.com,797-797-0201,SILVER,60
user798_3@email.com,798-798-0214,MEMBER,25
user799_3@email.com,799-799-0226,MEMBER,35
user800_2@email.com,800-800-0236,MEMBER,50
user801_3@email.com,801-801-0245,GOLD,65
user802_3@email.com,802-802-0259,MEMBER,35
user803_2@email.com,803-803-0268,MEMBER,35
user804_3@email.com,804-804-0274,MEMBER,35
user805_3@email.com,805-805-0289,PLATINUM,30
user806_2@email.com,806-806-0295,MEMBER,55
user807_1@email.com,807-807-0308,GOLD,65
user808_3@email.com,808-808-0318,MEMBER,50
user809_2@email.com,809-809-0322,PLATINUM,75
user810_1@email.com,810-810-03310,MEMBER,75
user811_1@email.com,811-811-0347,MEMBER,40
user812_2@email.com,812-812-0352,MEMBER,25
user813_2@email.com,813-813-0366,SILVER,55
user814_1@email.com,814-814-0379,MEMBER,45
user815_2@email.com,815-815-0389,MEMBER,30
user816_2@email.com,816-816-0395,MEMBER,70
user817_3@email.com,817-817-0408,MEMBER,60
user818_3@email.com,818-818-0414,GOLD,55
user819_1@email.com,819-819-0421,MEMBER,75
user820_1@email.com,820-820-0438,MEMBER,75
user821_1@email.com,821-821-0445,MEMBER,65
user822_2@email.com,822-822-0453,MEMBER,65
user823_2@email.com,823-823-0463,GOLD,45
user824_3@email.com,824-824-0476,PLATINUM,65
user825_3@email.com,825-825-0489,GOLD,55
user826_3@email.com,826-826-0496,MEMBER,30
user827_3@email.com,827-827-0502,MEMBER,40
user828_1@email.com,828-828-0511,MEMBER,50
user829_3@email.com,829-829-0528,MEMBER,20
user830_3@email.com,830-830-0532,MEMBER,55
user831_1@email.com,831-831-0549,GOLD,35
user832_1@email.com,832-832-0552,MEMBER,30
user833_1@email.com,833-833-0562,SILVER,30
user834_1@email.com,834-834-0576,MEMBER,55
user835_3@email.com,835-835-05810,MEMBER,35
user836_2@email.com,836-836-0598,SILVER,45
user837_1@email.com,837-837-0609,MEMBER,45
user838_1@email.com,838-838-0611,MEMBER,65
user839_1@email.com,839-839-0624,PLATINUM,55
user840_3@email.com,840-840-0632,MEMBER,35
user841_1@email.com,841-841-0647,PLATINUM,35
user842_1@email.com,842-842-06510,SILVER,55
user843_2@email.com,843-843-0667,GOLD,40
user844_2@email.com,844-844-06710,SILVER,40
user845_1@email.com,845-845-0685,MEMBER,40
user846_2@email.com,846-846-0695,MEMBER,35
user847_2@email.com,847-847-0704,MEMBER,65
user848_2@email.com,848-848-0715,MEMBER,60
user849_1@email.com,849-849-0722,MEMBER,30
user850_2@email.com,850-850-0733,MEMBER,50
user851_2@email.com,851-851-0745,PLATINUM,35
user852_1@email.com,852-852-0756,MEMBER,40
user853_3@email.com,853-853-07610,MEMBER,50
user854_3@email.com,854-854-0772,MEMBER,75
user855_1@email.com,855-855-0787,MEMBER,70
user856_2@email.com,856-856-0797,MEMBER,25
user857_1@email.com,857-857-0803,MEMBER,30
user858_1@email.com,858-858-0819,PLATINUM,25
user859_3@email.com,859-859-0824,MEMBER,60
user860_1@email.com,860-860-0835,MEMBER,55
user861_1@email.com,861-861-0842,PLATINUM,45
user862_2@email.com,862-862-0858,MEMBER,70
user863_3@email.com,863-863-0869,MEMBER,70
user864_2@email.com,864-864-08710,PLATINUM,55
user865_1@email.com,865-865-0889,MEMBER,25
user866_2@email.com,866-866-0895,MEMBER,65
user867_1@email.com,867-867-0905,MEMBER,60
user868_1@email.com,868-868-0915,MEMBER,30
user869_1@email.com,869-869-0929,MEMBER,60
user870_1@email.com,870-870-0936,MEMBER,40
user871_3@email.com,871-871-0942,MEMBER,55
user872_3@email.com,872-872-0955,SILVER,75
user873_3@email.com,873-873-0961,MEMBER,55
user874_2@email.com,874-874-0978,MEMBER,80
user875_2@email.com,875-875-0987,PLATINUM,75
user876_3@email.com,876-876-0993,MEMBER,30
user877_1@email.com,877-877-1002,MEMBER,25
user878_2@email.com,878-878-1011,PLATINUM,45
user879_3@email.com,879-879-1025,MEMBER,65
user880_1@email.com,880-880-1034,MEMBER,30
user881_2@email.com,881-881-1042,SILVER,65
user882_2@email.com,882-882-1058,MEMBER,65
user883_1@email.com,883-883-1066,MEMBER,35
user884_2@email.com,884-884-1073,SILVER,35
user885_1@email.com,885-885-1089,MEMBER,50
user886_3@email.com,886-886-1099,SILVER,50
user887_1@email.com,887-887-1105,MEMBER,70
user888_2@email.com,888-000-1111,MEMBER,50
user889_2@email.com,889-001-1128,MEMBER,35
user890_2@email.com,890-002-1137,MEMBER,40
user891_2@email.com,891-003-1144,SILVER,50
user892_2@email.com,892-004-1156,SILVER,35
user893_3@email.com,893-005-1165,PLATINUM,55
user894_1@email.com,894-006-1177,SILVER,55
user895_3@email.com,895-007-1181,MEMBER,55
user896_2@email.com,896-008-11910,MEMBER,65
user897_3@email.com,897-009-1209,MEMBER,60
user898_2@email.com,898-010-1218,PLATINUM,60
user899_3@email.com,899-011-1227,MEMBER,30
user900_2@email.com,900-012-1233,PLATINUM,30
user901_1@email.com,901-013-1241,PLATINUM,60
user902_2@email.com,902-014-1259,MEMBER,75
user903_1@email.com,903-015-1266,MEMBER,20
user904_2@email.com,904-016-1273,MEMBER,50
user905_1@email.com,905-017-1289,SILVER,50
user906_3@email.com,906-018-1292,GOLD,40
user907_2@email.com,907-019-1301,MEMBER,65
user908_1@email.com,908-020-1318,SILVER,45
user909_3@email.com,909-021-1324,SILVER,60
user910_3@email.com,910-022-1332,SILVER,35
user911_2@email.com,911-023-13410,MEMBER,55
user912_1@email.com,912-024-1357,MEMBER,65
user913_1@email.com,913-025-1361,MEMBER,30
user914_2@email.com,914-026-1376,MEMBER,35
user915_3@email.com,915-027-1388,MEMBER,60
user916_3@email.com,916-028-1392,MEMBER,35
user917_1@email.com,917-029-1406,MEMBER,50
user918_2@email.com,918-030-1417,MEMBER,40
user919_1@email.com,919-031-1427,MEMBER,65
user920_2@email.com,920-032-1435,MEMBER,65
user921_3@email.com,921-033-1444,MEMBER,60
user922_1@email.com,922-034-1454,SILVER,85
user923_2@email.com,923-035-1466,MEMBER,35
user924_1@email.com,924-036-1477,MEMBER,65
user925_1@email.com,925-037-1487,MEMBER,50
user926_3@email.com,926-038-14910,MEMBER,50
user927_3@email.com,927-039-1505,MEMBER,70
user928_2@email.com,928-040-1514,PLATINUM,30
user929_1@email.com,929-041-1526,MEMBER,70
user930_1@email.com,930-042-1531,MEMBER,20
user931_3@email.com,931-043-1546,MEMBER,40
user932_1@email.com,932-044-1557,MEMBER,55
user933_2@email.com,933-045-1567,MEMBER,70
user934_3@email.com,934-046-1579,MEMBER,40
user935_1@email.com,935-047-15810,PLATINUM,50
user936_2@email.com,936-048-1593,MEMBER,55
user937_2@email.com,937-049-1608,SILVER,75
user938_3@email.com,938-050-1611,SILVER,45
user939_2@email.com,939-051-16210,SILVER,65
user940_1@email.com,940-052-1634,MEMBER,30
user941_1@email.com,941-053-1647,MEMBER,35
user942_1@email.com,942-054-1651,MEMBER,65
user943_2@email.com,943-055-1669,PLATINUM,50
user944_1@email.com,944-056-1673,MEMBER,25
user945_1@email.com,945-057-1688,PLATINUM,70
user946_3@email.com,946-058-1691,PLATINUM,55
user947_2@email.com,947-059-1709,MEMBER,50
user948_1@email.com,948-060-1719,PLATINUM,65
user949_3@email.com,949-061-1722,MEMBER,45
user950_2@email.com,950-062-1736,MEMBER,55
user951_1@email.com,951-063-1747,MEMBER,40
user952_3@email.com,952-064-1753,MEMBER,65
user953_1@email.com,953-065-1768,MEMBER,20
user954_1@email.com,954-066-1777,PLATINUM,30
user955_2@email.com,955-067-1785,MEMBER,50
user956_1@email.com,956-068-1797,MEMBER,35
user957_3@email.com,957-069-1808,MEMBER,70
user958_1@email.com,958-070-1814,MEMBER,75
user959_2@email.com,959-071-1826,MEMBER,45
user960_1@email.com,960-072-1833,MEMBER,70
user961_1@email.com,961-073-1848,MEMBER,40
user962_2@email.com,962-074-1854,MEMBER,40
user963_2@email.com,963-075-1869,MEMBER,35
user964_2@email.com,964-076-1871,MEMBER,50
user965_3@email.com,965-077-1885,MEMBER,60
user966_1@email.com,966-078-1893,MEMBER,30
user967_1@email.com,967-079-1905,MEMBER,60
user968_2@email.com,968-080-1912,MEMBER,65
user969_2@email.com,969-081-1921,MEMBER,75
user970_2@email.com,970-082-1935,SILVER,85
user971_2@email.com,971-083-19410,MEMBER,60
user972_1@email.com,972-084-1958,GOLD,60
user973_2@email.com,973-085-1964,MEMBER,65
user974_3@email.com,974-086-1972,MEMBER,55
user975_3@email.com,975-087-1982,MEMBER,30
user976_3@email.com,976-088-1995,SILVER,75
user977_1@email.com,977-089-2007,GOLD,45
user978_2@email.com,978-090-2013,MEMBER,55
user979_2@email.com,979-091-2024,MEMBER,55
user980_1@email.com,980-092-2039,SILVER,50
user981_3@email.com,981-093-2043,SILVER,40
user982_3@email.com,982-094-2056,MEMBER,20
user983_3@email.com,983-095-2069,MEMBER,55
user984_2@email.com,984-096-2076,MEMBER,65
user985_3@email.com,985-097-20810,MEMBER,70
user986_1@email.com,986-098-2093,MEMBER,20
user987_3@email.com,987-099-2102,MEMBER,60
user988_3@email.com,988-100-2113,MEMBER,65
user989_1@email.com,989-101-21210,MEMBER,60
user990_1@email.com,990-102-2135,MEMBER,30
user991_2@email.com,991-103-2146,MEMBER,35
user992_3@email.com,992-104-21510,SILVER,70
user993_3@email.com,993-105-2163,SILVER,65
user994_2@email.com,994-106-2173,PLATINUM,30
user995_3@email.com,995-107-2188,MEMBER,45
user996_2@email.com,996-108-2199,SILVER,75
user997_1@email.com,997-109-2208,GOLD,35
user998_1@email.com,998-110-22110,MEMBER,65
user999_3@email.com,000-111-2229,PLATINUM,55
